Unnamed: 0,last_scraped,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
1171,2024-12-20,2012-06-21,"Boston, MA",within an hour,100%,100%,t,Dorchester,3,3,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Dorchester,,42.31471,-71.05136,Private room in condo,Private room,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Conditioner"", ""Coffee maker"", ""Rice maker"", ""Hangers"", ""Indoor fireplace: electric"", ""Body soap"", ""Shower gel"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Private backyard \u2013 Fully fenced"", ""Oven"", ""Bathtub"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Essentials"", ""Wine glasses"", ""GE stainless steel gas stove"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Window AC unit"", ""Books and reading material"", ""Exterior security cameras on property"", ""Dining table"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Microwave"", ""Coffee"", ""Shared patio or balcony"", ""Smart lock"", ""First aid kit"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Portable air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Beach access \u2013 Beachfront"", ""Barbecue utensils"", ""Dishes and silverware"", ""Free parking on premises"", ""Private living room"", ""BBQ grill"", ""Outdoor furniture"", ""Shampoo"", ""Blender"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$69.00,29,180,29.0,29.0,1125.0,1125.0,29.0,1125.0,,t,1,14,14,2024-12-20,33,2,0,2019-07-23,2024-10-19,4.82,4.82,4.79,4.85,4.82,4.76
1180,2024-12-20,2016-06-29,"Cambridge, MA",within an hour,100%,67%,t,Dorchester,1,2,"['email', 'phone']",t,Neighborhood highlights,Dorchester,,42.31096,-71.06337,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Smoke alarm"", ""Conditioner"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Lockbox"", ""Body soap"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Oven"", ""Bathtub"", ""Dryer"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Wine glasses"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Dining table"", ""Free street parking"", ""Coffee"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Ceiling fan"", ""Kitchen"", ""Central heating"", ""Hair dryer"", ""Refrigerator"", ""50 inch HDTV with standard cable"", ""Fast wifi \u2013 531 Mbps"", ""Dishes and silverware"", ""Free parking on premises"", ""Washer"", ""Pets allowed"", ""Shampoo"", ""Clothing storage: closet and dresser"", ""Iron"", ""Private patio or balcony"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",$129.00,35,90,35.0,35.0,1125.0,1125.0,35.0,1125.0,,t,0,0,18,2024-12-20,31,1,0,2019-07-14,2024-07-14,4.87,4.9,4.97,4.97,4.39,4.68
1181,2024-12-20,2019-06-28,"Boston, MA",within an hour,100%,100%,f,Dorchester,7,9,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Dorchester,,42.31163,-71.06249,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Stove"", ""TV"", ""Freezer"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Oven"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Essentials"", ""Air conditioning"", ""Portable fans"", ""Heating"", ""Cooking basics"", ""Exterior security cameras on property"", ""Dining table"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Coffee"", ""Smart lock"", ""First aid kit"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Shampoo"", ""Iron"", ""Hot water""]",$60.00,29,250,1.0,4.0,1125.0,1125.0,2.0,1125.0,,t,4,25,54,2024-12-20,158,48,4,2019-08-30,2024-12-12,4.8,4.89,4.92,4.92,4.49,4.8
1206,2024-12-20,2015-03-12,"Boston, MA",within an hour,100%,100%,t,Dorchester,3,3,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Dorchester,,42.31583,-71.06822,Private room in guest suite,Private room,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Clothing storage"", ""Conditioner"", ""Coffee maker: french press"", ""Hangers"", ""Paid washer \u2013 In building"", ""Body soap"", ""Electric stove"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Fast wifi \u2013 97 Mbps"", ""Bathtub"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Host greets you"", ""Extra pillows and blankets"", ""Essentials"", ""Long term stays allowed"", ""Paid dryer \u2013 In building"", ""Wine glasses"", ""EV charger"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Window AC unit"", ""Dining table"", ""Free street parking"", ""Mini fridge"", ""Bed linens"", ""First aid kit"", ""Paid parking lot on premises \u2013 1 space"", ""Kitchen"", ""Central heating"", ""Hair dryer"", ""Refrigerator"", ""Free parking on premises"", ""Dishes and silverware"", ""Outdoor furniture"", ""Shampoo"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$113.00,1,65,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,30,60,90,2024-12-20,182,28,0,2019-07-24,2024-11-10,4.9,4.91,4.94,4.97,4.69,4.81
1207,2024-12-20,2012-06-21,"Boston, MA",within an hour,100%,100%,t,Dorchester,3,3,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Dorchester,,42.3138,-71.05331,Private room in condo,Private room,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Clothing storage"", ""Conditioner"", ""Coffee maker"", ""Rice maker"", ""Hangers"", ""Indoor fireplace: electric"", ""Body soap"", ""Shower gel"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Oven"", ""Bathtub"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Wine glasses"", ""GE stainless steel gas stove"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Window AC unit"", ""Children\u2019s dinnerware"", ""Books and reading material"", ""Exterior security cameras on property"", ""Dining table"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Microwave"", ""Coffee"", ""Shared patio or balcony"", ""Smart lock"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Portable air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Trash compactor"", ""Barbecue utensils"", ""Dishes and silverware"", ""Beach access \u2013 Beachfront"", ""Free parking on premises"", ""Private living room"", ""Smoking allowed"", ""BBQ grill"", ""Outdoor furniture"", ""Shampoo"", ""Blender"", ""Iron"", ""Backyard"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$75.00,29,180,29.0,29.0,1125.0,1125.0,29.0,1125.0,,t,0,17,47,2024-12-20,19,1,0,2019-08-01,2024-05-19,4.89,4.84,4.95,4.95,4.74,4.68
1219,2024-12-20,2010-05-05,"Boston, MA",within a few hours,100%,77%,f,Dorchester,8,8,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Dorchester,,42.298714,-71.059547,Entire home,Entire home/apt,8,1.5,3.0,3.0,"[""Smoke alarm"", ""Heating"", ""Kitchen"", ""Hangers"", ""Hair dryer"", ""First aid kit"", ""Washer"", ""Air conditioning"", ""TV"", ""Shampoo"", ""Wifi"", ""Iron"", ""Carbon monoxide alarm"", ""Private entrance""]",$325.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,,t,0,0,0,2024-12-20,0,0,0,,,,,,,,
1229,2024-12-20,2019-06-28,"Boston, MA",within an hour,100%,100%,f,Dorchester,7,9,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Dorchester,,42.31178,-71.06242,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Stove"", ""TV"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Oven"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Essentials"", ""Air conditioning"", ""Heating"", ""Cooking basics"", ""Exterior security cameras on property"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Coffee"", ""Smart lock"", ""First aid kit"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Shampoo"", ""Iron"", ""Hot water""]",$60.00,1,1124,1.0,4.0,1125.0,1125.0,2.0,1125.0,,t,15,35,65,2024-12-20,121,34,4,2019-08-30,2024-12-05,4.79,4.9,4.88,4.94,4.57,4.79
1230,2024-12-20,2019-06-28,"Boston, MA",within an hour,100%,100%,f,Dorchester,7,9,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Dorchester,,42.3129,-71.06285,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Stove"", ""TV"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Oven"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Essentials"", ""Air conditioning"", ""Heating"", ""Cooking basics"", ""Exterior security cameras on property"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Smart lock"", ""First aid kit"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Shampoo"", ""Iron"", ""Hot water""]",$60.00,1,1124,1.0,4.0,1125.0,1125.0,2.0,1125.0,,t,16,36,66,2024-12-20,81,23,0,2019-08-31,2024-11-13,4.74,4.79,4.86,4.91,4.62,4.78
1237,2024-12-20,2010-01-19,"Boston, MA",within a day,100%,97%,f,Dorchester,39,75,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Brighton,,42.33931,-71.15122,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,"[""Smoke alarm"", ""Clothing storage"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Lockbox"", ""TV"", ""Carbon monoxide alarm"", ""Oven"", ""Fire extinguisher"", ""Essentials"", ""Air conditioning"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Pets allowed"", ""Shampoo"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",$98.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,12,42,72,2024-12-20,12,6,1,2020-02-11,2024-12-06,4.5,4.5,4.67,4.33,4.83,4.42
1239,2024-12-20,2016-12-01,"Boston, MA",within an hour,100%,99%,f,Dorchester,25,31,"['email', 'phone']",t,Neighborhood highlights,Dorchester,,42.30781,-71.0653,Private room in rental unit,Private room,1,2.0,1.0,1.0,"[""Smoke alarm"", ""Clothing storage: closet"", ""Coffee maker"", ""Frigidaire gas stove"", ""Rice maker"", ""Hangers"", ""Paid washer \u2013 In building"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Oven"", ""Bathtub"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Keypad"", ""Essentials"", ""Single level home"", ""Long term stays allowed"", ""AC - split type ductless system"", ""Paid dryer \u2013 In building"", ""Wine glasses"", ""Dedicated workspace"", ""Garden view"", ""Cooking basics"", ""Hot water kettle"", ""Dining table"", ""Free street parking"", ""Shared patio or balcony"", ""Wifi"", ""Microwave"", ""Shared backyard \u2013 Fully fenced"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Heating - split type ductless system"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Free parking on premises"", ""Dishes and silverware"", ""Shampoo"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",$60.00,29,150,29.0,29.0,150.0,150.0,29.0,150.0,,t,26,56,86,2024-12-20,9,1,0,2019-12-15,2024-04-24,4.89,4.89,5.0,5.0,4.11,4.33
1282,2024-12-20,2016-04-17,"Boston, MA",within a few hours,100%,67%,t,Dorchester,5,6,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Dorchester,,42.29045,-71.06868,Private room in condo,Private room,1,,,,"[""Smoke alarm"", ""Coffee maker"", ""Rice maker"", ""Hangers"", ""Stove"", ""Body soap"", ""TV"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Fire extinguisher"", ""Host greets you"", ""Extra pillows and blankets"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Heating"", ""Cooking basics"", ""Free street parking"", ""Wifi"", ""Microwave"", ""First aid kit"", ""Bed linens"", ""Hot water"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Washer"", ""Shampoo"", ""Iron"", ""Dishwasher"", ""Conditioner""]",,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,,t,18,18,18,2024-12-20,3,0,0,2020-03-28,2021-02-20,5.0,5.0,5.0,5.0,5.0,5.0
1283,2024-12-20,2019-10-29,"Boston, MA",,,,f,Dorchester,7,9,"['email', 'phone']",t,,Dorchester,,42.31943,-71.05405,Room in boutique hotel,Private room,2,,1.0,,"[""Smoke alarm"", ""Coffee maker"", ""Stove"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Essentials"", ""Air conditioning"", ""Heating"", ""Exterior security cameras on property"", ""Wifi"", ""Microwave"", ""First aid kit"", ""Bed linens"", ""Kitchen"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Pets allowed"", ""Cooking basics""]",,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,0,0,0,2024-12-20,12,0,0,2019-11-30,2020-08-02,4.0,4.08,4.5,4.42,4.42,4.0
1286,2024-12-20,2016-11-01,"Boston, MA",within an hour,100%,100%,t,Dorchester,6,6,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Dorchester,,42.28791,-71.06906,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,"[""Smoke alarm"", ""Clothing storage: closet"", ""Courtyard view"", ""Hangers"", ""Body soap"", ""Shower gel"", ""Coffee maker: Nespresso"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Essentials"", ""Single level home"", ""Long term stays allowed"", ""AC - split type ductless system"", ""Wine glasses"", ""Portable fans"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Frigidaire stainless steel gas stove"", ""Hot water kettle"", ""Outdoor dining area"", ""Books and reading material"", ""Exterior security cameras on property"", ""Dining table"", ""Free street parking"", ""Shared patio or balcony"", ""Wifi"", ""Microwave"", ""Coffee"", ""Shared backyard \u2013 Fully fenced"", ""Smart lock"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Outdoor furniture"", ""Shampoo"", ""Iron"", ""55 inch HDTV with Amazon Prime Video, Disney+, Hulu, Netflix"", ""Baking sheet"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",$190.00,2,365,1.0,2.0,1125.0,1125.0,2.0,1125.0,,t,18,46,68,2024-12-20,199,58,4,2020-01-26,2024-12-15,4.83,4.88,4.95,4.94,4.65,4.76
1291,2024-12-20,2016-04-17,"Boston, MA",within a few hours,100%,67%,t,Dorchester,5,6,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Dorchester,,42.29132,-71.06655,Private room in condo,Private room,1,1.0,1.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Rice maker"", ""Hangers"", ""Shared hot tub"", ""Stove"", ""TV"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Oven"", ""Bathtub"", ""Dryer"", ""Fire extinguisher"", ""Host greets you"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Free street parking"", ""Wifi"", ""Microwave"", ""First aid kit"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Free parking on premises"", ""Dishes and silverware"", ""Washer"", ""Patio or balcony"", ""Shampoo"", ""Backyard"", ""Iron"", ""Dishwasher"", ""Hot water""]",$48.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,3,3,2024-12-20,6,2,0,2020-10-03,2024-08-16,5.0,4.83,5.0,5.0,4.83,5.0
1317,2024-12-20,2016-09-20,"Boston, MA",,,67%,f,Dorchester,1,2,"['email', 'phone', 'work_email']",t,,Dorchester,,42.30394,-71.06477,Private room in rental unit,Private room,2,,,,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Stove"", ""TV"", ""Carbon monoxide alarm"", ""Oven"", ""Lock on bedroom door"", ""Dryer"", ""Fire extinguisher"", ""Host greets you"", ""Essentials"", ""Air conditioning"", ""Heating"", ""Free street parking"", ""Wifi"", ""Hot water"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Washer"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Cooking basics""]",,7,730,7.0,7.0,730.0,730.0,7.0,730.0,,t,0,0,0,2024-12-20,87,7,0,2020-01-08,2024-09-21,4.93,4.92,4.95,4.98,4.48,4.78
1320,2024-12-20,2015-10-03,"Boston, MA",within an hour,100%,100%,t,Dorchester,2,2,"['email', 'phone']",t,Neighborhood highlights,Dorchester,,42.30015,-71.07738,Entire rental unit,Entire home/apt,8,,3.0,,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Stove"", ""TV"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Oven"", ""Dryer"", ""Fire extinguisher"", ""Host greets you"", ""Children\u2019s books and toys"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Breakfast"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Exterior security cameras on property"", ""Free street parking"", ""Wifi"", ""Microwave"", ""First aid kit"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Free parking on premises"", ""Dishes and silverware"", ""Pets allowed"", ""Washer"", ""Patio or balcony"", ""Shampoo"", ""Backyard"", ""Iron"", ""Hot water""]",,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,,t,16,46,76,2024-12-20,38,10,0,2020-03-02,2024-10-22,5.0,5.0,5.0,5.0,4.63,4.97
1327,2024-12-20,2010-01-19,"Boston, MA",within a day,100%,97%,f,Dorchester,39,75,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Dorchester,,42.31384,-71.06113,Private room,Private room,1,2.0,1.0,1.0,"[""Smoke alarm"", ""Clothing storage"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Lockbox"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Fire extinguisher"", ""Essentials"", ""Indoor fireplace"", ""High chair"", ""Air conditioning"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Wifi"", ""Microwave"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Ceiling fan"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Dishes and silverware"", ""Pets allowed"", ""Washer"", ""Shampoo"", ""Backyard"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$41.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,30,60,90,2024-12-20,1,1,0,2024-09-12,2024-09-12,5.0,5.0,5.0,5.0,4.0,5.0
1328,2024-12-20,2010-01-19,"Boston, MA",within a day,100%,97%,f,Dorchester,39,75,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Dorchester,,42.31384,-71.06113,Private room,Private room,2,2.0,1.0,1.0,"[""Smoke alarm"", ""Clothing storage"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Lockbox"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Fire extinguisher"", ""Essentials"", ""Indoor fireplace"", ""High chair"", ""Air conditioning"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Wifi"", ""Microwave"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Dishes and silverware"", ""Washer"", ""Patio or balcony"", ""Shampoo"", ""Backyard"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",$43.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,30,60,90,2024-12-20,2,0,0,2020-06-10,2022-03-26,4.5,4.5,4.5,4.0,4.0,5.0
1329,2024-12-20,2010-01-19,"Boston, MA",within a day,100%,97%,f,Dorchester,39,75,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Dorchester,,42.31384,-71.06113,Private room,Private room,2,2.0,1.0,1.0,"[""Smoke alarm"", ""Clothing storage"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Lockbox"", ""TV"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Fire extinguisher"", ""Essentials"", ""Indoor fireplace"", ""High chair"", ""Air conditioning"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Free street parking"", ""Wifi"", ""Microwave"", ""First aid kit"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Paid parking on premises"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Washer"", ""Shampoo"", ""Backyard"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$71.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,2024-12-20,4,0,0,2020-03-30,2023-05-20,4.25,4.25,5.0,3.75,5.0,4.75
1330,2024-12-20,2010-01-19,"Boston, MA",within a day,100%,97%,f,Dorchester,39,75,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Dorchester,,42.31384,-71.06113,Private room,Private room,2,2.0,1.0,1.0,"[""Smoke alarm"", ""Clothing storage"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Lockbox"", ""TV"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Fire extinguisher"", ""Essentials"", ""Indoor fireplace"", ""High chair"", ""Air conditioning"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Wifi"", ""Microwave"", ""First aid kit"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Washer"", ""Shampoo"", ""Backyard"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",$71.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,14,44,2024-12-20,4,1,0,2021-11-02,2024-06-29,4.75,4.75,4.25,4.5,5.0,4.5
1337,2024-12-20,2010-01-19,"Boston, MA",within a day,100%,97%,f,Dorchester,39,75,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Dorchester,,42.32139,-71.06023,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Clothing storage"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Fire extinguisher"", ""Keypad"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""High chair"", ""Air conditioning"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Wifi"", ""Microwave"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Ceiling fan"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Dishes and silverware"", ""Washer"", ""Shampoo"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",$50.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,3,3,3,2024-12-20,12,0,0,2020-06-03,2023-11-24,4.58,4.83,4.92,4.17,4.42,4.5
1338,2024-12-20,2010-01-19,"Boston, MA",within a day,100%,97%,f,Dorchester,39,75,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Dorchester,,42.32093,-71.05982,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Clothing storage"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Fire extinguisher"", ""Keypad"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""High chair"", ""Air conditioning"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Dishes and silverware"", ""Washer"", ""Shampoo"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",$55.00,30,90,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,12,42,72,2024-12-20,8,2,0,2020-05-30,2024-08-24,4.0,4.63,4.25,3.75,4.25,4.0
1339,2024-12-20,2010-01-19,"Boston, MA",within a day,100%,97%,f,Dorchester,39,75,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Dorchester,,42.32287,-71.0621,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Clothing storage"", ""Central air conditioning"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Fire extinguisher"", ""Keypad"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""High chair"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Wifi"", ""Microwave"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Dishes and silverware"", ""Washer"", ""Shampoo"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",$60.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,12,42,72,2024-12-20,3,0,0,2020-05-22,2023-11-18,4.33,4.67,5.0,4.0,3.33,3.67
