,Unnamed: 0,last_scraped,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
1450,1450,2024-12-20,2020-09-04,"Boston, MA",within an hour,82%,93%,f,Beacon Hill,3,6,['phone'],t,,Downtown,,42.34935,-71.06535,Room in boutique hotel,Private room,4,1.0,1.0,2.0,"[""Smoke alarm"", ""Heating"", ""Dryer"", ""Hair dryer"", ""Hangers"", ""Fire extinguisher"", ""First aid kit"", ""Essentials"", ""Washer"", ""Air conditioning"", ""TV"", ""Shampoo"", ""Wifi"", ""Iron"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Hot water"", ""Private entrance""]",$123.00,1,21,1.0,4.0,21.0,99.0,1.2,29.3,,t,25,55,85,2024-12-20,493,62,5,2020-09-13,2024-12-02,4.58,4.65,4.87,4.8,4.84,4.56
1455,1455,2024-12-20,2020-08-30,"Boston, MA",within an hour,100%,100%,f,Downtown,58,72,"['phone', 'work_email']",t,Neighborhood highlights,Downtown,,42.35538,-71.06196,Entire serviced apartment,Entire home/apt,6,2.0,3.0,3.0,"[""Smoke alarm"", ""Ethernet connection"", ""Central air conditioning"", ""Conditioner"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Body soap"", ""Shower gel"", ""Freezer"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Keypad"", ""Dryer \u2013\u00a0In unit"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""Long term stays allowed"", ""HDTV with Chromecast"", ""Portable fans"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Elevator"", ""Dishes and silverware"", ""Pets allowed"", ""Paid parking off premises"", ""Shampoo"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$493.00,1,365,1.0,4.0,365.0,365.0,2.9,365.0,,t,10,39,69,2024-12-20,298,67,6,2020-10-09,2024-12-17,4.74,4.8,4.89,4.94,4.73,4.6
1456,1456,2024-12-20,2020-08-30,"Boston, MA",within an hour,100%,100%,f,Downtown,58,72,"['phone', 'work_email']",t,Neighborhood highlights,Downtown,,42.35514,-71.06191,Entire serviced apartment,Entire home/apt,4,1.0,2.0,2.0,"[""Smoke alarm"", ""Ethernet connection"", ""Central air conditioning"", ""Conditioner"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Body soap"", ""Shower gel"", ""Freezer"", ""Carbon monoxide alarm"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Keypad"", ""Dryer \u2013\u00a0In unit"", ""Essentials"", ""Paid parking lot on premises \u2013 6 spaces"", ""Single level home"", ""Long term stays allowed"", ""HDTV with Chromecast"", ""Portable fans"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Elevator"", ""Dishes and silverware"", ""Pets allowed"", ""Paid parking off premises"", ""Shampoo"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$264.00,1,365,1.0,4.0,365.0,365.0,2.9,365.0,,t,17,47,73,2024-12-20,252,48,2,2020-10-06,2024-12-01,4.79,4.85,4.87,4.92,4.86,4.59
1457,1457,2024-12-20,2020-08-30,"Boston, MA",within an hour,100%,100%,f,Downtown,58,72,"['phone', 'work_email']",t,Neighborhood highlights,Downtown,,42.35726395973094,-71.06179395619714,Entire serviced apartment,Entire home/apt,8,2.0,4.0,4.0,"[""Smoke alarm"", ""Ethernet connection"", ""Coffee maker"", ""Hangers"", ""Carbon monoxide alarm"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Washer \u2013\u00a0In unit"", ""Keypad"", ""Dryer \u2013\u00a0In unit"", ""Essentials"", ""Air conditioning"", ""HDTV with Chromecast"", ""Heating"", ""Dedicated workspace"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Elevator"", ""Pets allowed"", ""Shampoo"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Cooking basics""]",$388.00,2,365,1.0,4.0,365.0,365.0,2.9,365.0,,t,2,23,49,2024-12-20,246,53,4,2020-10-04,2024-12-15,4.72,4.76,4.81,4.86,4.79,4.61
1459,1459,2024-12-20,2020-08-30,"Boston, MA",within an hour,100%,100%,f,Downtown,58,72,"['phone', 'work_email']",t,Neighborhood highlights,Downtown,,42.35558323953741,-71.0605228734014,Entire serviced apartment,Entire home/apt,6,2.0,3.0,3.0,"[""Smoke alarm"", ""Ethernet connection"", ""Central air conditioning"", ""Conditioner"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Body soap"", ""Shower gel"", ""Freezer"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Keypad"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""Long term stays allowed"", ""HDTV with Chromecast"", ""Portable fans"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Dryer \u2013 In building"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Elevator"", ""Dishes and silverware"", ""Pets allowed"", ""Paid parking off premises"", ""Shampoo"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$520.00,1,365,1.0,4.0,365.0,365.0,2.9,365.0,,t,0,0,0,2024-12-20,290,84,7,2020-10-04,2024-12-17,4.73,4.8,4.83,4.85,4.81,4.55
1462,1462,2024-12-20,2020-08-30,"Boston, MA",within an hour,100%,100%,f,Downtown,58,72,"['phone', 'work_email']",t,Neighborhood highlights,Downtown,,42.35708,-71.06228,Entire serviced apartment,Entire home/apt,8,2.0,4.0,4.0,"[""Smoke alarm"", ""Ethernet connection"", ""Central air conditioning"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Keypad"", ""Dryer \u2013\u00a0In unit"", ""Essentials"", ""HDTV with Chromecast"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Pets allowed"", ""Shampoo"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$278.00,1,365,1.0,4.0,365.0,365.0,2.9,365.0,,t,10,36,66,2024-12-20,256,59,0,2020-10-10,2024-10-09,4.74,4.82,4.84,4.9,4.79,4.63
1463,1463,2024-12-20,2020-08-30,"Boston, MA",within an hour,100%,100%,f,Downtown,58,72,"['phone', 'work_email']",t,Neighborhood highlights,Downtown,,42.35722807237734,-71.06149157569895,Entire serviced apartment,Entire home/apt,4,1.0,2.0,2.0,"[""Smoke alarm"", ""Ethernet connection"", ""Central air conditioning"", ""Conditioner"", ""Coffee maker"", ""Hangers"", ""Gas stove"", ""Body soap"", ""Shower gel"", ""Freezer"", ""Carbon monoxide alarm"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Keypad"", ""Essentials"", ""Paid parking garage off premises"", ""Long term stays allowed"", ""HDTV with Chromecast"", ""Portable fans"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Elevator"", ""Dishes and silverware"", ""Pets allowed"", ""Shampoo"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$261.00,1,365,1.0,4.0,365.0,365.0,2.9,365.0,,t,15,43,69,2024-12-20,292,43,1,2020-10-04,2024-11-22,4.72,4.83,4.8,4.87,4.8,4.5
1464,1464,2024-12-20,2020-08-30,"Boston, MA",within an hour,100%,100%,f,Downtown,58,72,"['phone', 'work_email']",t,Neighborhood highlights,Downtown,,42.357308874194494,-71.06218277856146,Entire serviced apartment,Entire home/apt,8,2.0,4.0,4.0,"[""Smoke alarm"", ""Ethernet connection"", ""Coffee maker"", ""Hangers"", ""Carbon monoxide alarm"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Washer \u2013\u00a0In unit"", ""Keypad"", ""Dryer \u2013\u00a0In unit"", ""Essentials"", ""Air conditioning"", ""HDTV with Chromecast"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Pets allowed"", ""Shampoo"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$367.00,1,90,1.0,4.0,90.0,90.0,2.9,90.0,,t,11,32,62,2024-12-20,227,61,4,2020-10-05,2024-12-05,4.72,4.79,4.86,4.91,4.86,4.63
1465,1465,2024-12-20,2020-08-30,"Boston, MA",within an hour,100%,100%,f,Downtown,58,72,"['phone', 'work_email']",t,Neighborhood highlights,Downtown,,42.35576,-71.06202,Entire serviced apartment,Entire home/apt,6,2.0,3.0,3.0,"[""Smoke alarm"", ""Ethernet connection"", ""Central air conditioning"", ""Conditioner"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Body soap"", ""Shower gel"", ""Freezer"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Keypad"", ""Dryer \u2013\u00a0In unit"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""Long term stays allowed"", ""HDTV with Chromecast"", ""Portable fans"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Noise decibel monitors on property"", ""Refrigerator"", ""Hair dryer"", ""Elevator"", ""Dishes and silverware"", ""Pets allowed"", ""Paid parking off premises"", ""Shampoo"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$338.00,1,180,1.0,4.0,180.0,180.0,3.0,180.0,,t,15,45,75,2024-12-20,240,64,2,2020-10-15,2024-12-01,4.73,4.79,4.85,4.87,4.83,4.59
1466,1466,2024-12-20,2020-08-30,"Boston, MA",within an hour,100%,100%,f,Downtown,58,72,"['phone', 'work_email']",t,Neighborhood highlights,Downtown,,42.355235397569416,-71.06091070350858,Entire serviced apartment,Entire home/apt,4,1.0,2.0,2.0,"[""Smoke alarm"", ""Ethernet connection"", ""Central air conditioning"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Body soap"", ""Shower gel"", ""Freezer"", ""Carbon monoxide alarm"", ""Oven"", ""Fire extinguisher"", ""Keypad"", ""Dryer \u2013\u00a0In unit"", ""Essentials"", ""Long term stays allowed"", ""HDTV with Chromecast"", ""Portable fans"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Hot water"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Elevator"", ""Dishes and silverware"", ""Pets allowed"", ""Paid parking off premises"", ""Shampoo"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Conditioner""]",$227.00,1,90,1.0,4.0,90.0,90.0,2.9,90.0,,t,11,41,71,2024-12-20,224,55,3,2020-10-05,2024-12-17,4.66,4.77,4.85,4.84,4.84,4.47
1472,1472,2024-12-20,2020-08-30,"Boston, MA",within an hour,100%,100%,f,Downtown,58,72,"['phone', 'work_email']",t,Neighborhood highlights,Downtown,,42.35531,-71.06071,Entire rental unit,Entire home/apt,8,2.0,4.0,4.0,"[""Smoke alarm"", ""Ethernet connection"", ""Coffee maker"", ""Hangers"", ""Carbon monoxide alarm"", ""Oven"", ""Washer \u2013\u00a0In unit"", ""Dryer \u2013\u00a0In unit"", ""Essentials"", ""Air conditioning"", ""HDTV with Chromecast"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Smart lock"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Pets allowed"", ""Shampoo"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$410.00,1,365,1.0,4.0,365.0,365.0,3.0,365.0,,t,6,19,49,2024-12-20,224,39,1,2020-10-04,2024-11-25,4.71,4.67,4.83,4.84,4.79,4.57
1473,1473,2024-12-20,2020-08-30,"Boston, MA",within an hour,100%,100%,f,Downtown,58,72,"['phone', 'work_email']",t,Neighborhood highlights,Downtown,,42.35509,-71.06239,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,"[""Smoke alarm"", ""Ethernet connection"", ""Central air conditioning"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Essentials"", ""HDTV with Chromecast"", ""Heating"", ""Dedicated workspace"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Wifi"", ""Microwave"", ""Smart lock"", ""Bed linens"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Pets allowed"", ""Shampoo"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Cooking basics""]",$212.00,1,365,1.0,4.0,365.0,365.0,2.9,365.0,,t,24,54,84,2024-12-20,276,60,2,2020-10-05,2024-12-06,4.67,4.71,4.84,4.86,4.78,4.51
1489,1489,2024-12-20,2020-09-28,"Boston, MA",,,,f,Charlestown,1,2,"['email', 'phone']",t,Neighborhood highlights,Charlestown,,42.38063,-71.07014,Entire home,Entire home/apt,6,,3.0,,"[""Smoke alarm"", ""Clothing storage"", ""Conditioner"", ""Central air conditioning"", ""Hangers"", ""Board games"", ""Stove"", ""Body soap"", ""Shower gel"", ""Coffee maker: Nespresso"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Luggage dropoff allowed"", ""Private backyard \u2013 Fully fenced"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Children\u2019s books and toys"", ""Essentials"", ""Keypad"", ""Pack \u2019n play/Travel crib"", ""High chair"", ""HDTV with Netflix, Amazon Prime Video, Disney+, Hulu"", ""City skyline view"", ""Long term stays allowed"", ""Sound system"", ""Wine glasses"", ""Heating"", ""Dedicated workspace"", ""Garden view"", ""Cooking basics"", ""Hot water kettle"", ""Crib"", ""Children\u2019s dinnerware"", ""Exterior security cameras on property"", ""Dining table"", ""Outdoor dining area"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Microwave"", ""Mini fridge"", ""Exercise equipment"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Ceiling fan"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""BBQ grill"", ""Outdoor furniture"", ""Shampoo"", ""Private patio or balcony"", ""Iron"", ""Paid parking off premises"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",,3,28,3.0,3.0,28.0,28.0,3.0,28.0,,t,0,0,0,2024-12-20,46,0,0,2021-01-02,2023-08-29,5.0,4.96,5.0,5.0,4.91,4.93
1492,1492,2024-12-20,2020-09-10,,within an hour,100%,100%,t,Dorchester,1,1,['phone'],t,Neighborhood highlights,Dorchester,,42.30736,-71.06375,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,"[""Smoke alarm"", ""Clothing storage: closet"", ""Coffee maker"", ""Hangers"", ""Stove"", ""TV"", ""Shared beach access"", ""Freezer"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Oven"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Essentials"", ""Air conditioning"", ""Wine glasses"", ""Heating"", ""Dedicated workspace"", ""Hot water kettle"", ""Crib"", ""Books and reading material"", ""Exterior security cameras on property"", ""Dining table"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Coffee"", ""Bed linens"", ""Hot water"", ""First aid kit"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Trash compactor"", ""Dishes and silverware"", ""Shampoo"", ""Iron"", ""Dishwasher"", ""Conditioner"", ""Private entrance""]",$200.00,1,14,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,30,60,90,2024-12-20,74,7,0,2021-04-25,2024-11-11,4.89,4.88,4.96,4.96,4.57,4.77
1494,1494,2024-12-20,2020-06-09,"Boston, MA",,,,f,Eagle Hill,1,1,['phone'],t,,East Boston,,42.38109,-71.03078,Entire condo,Entire home/apt,2,,1.0,,"[""Smoke alarm"", ""Hangers"", ""Coffee maker: pour-over coffee"", ""55 inch HDTV with Apple TV, Netflix, Amazon Prime Video"", ""Lockbox"", ""Body soap"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Oven"", ""Dryer"", ""Essentials"", ""Air conditioning"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Stainless steel gas stove"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Bluetooth sound system"", ""Refrigerator"", ""Dishes and silverware"", ""Washer"", ""Patio or balcony"", ""Baking sheet"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,t,0,0,0,2024-12-20,3,0,0,2020-10-22,2021-02-15,5.0,5.0,5.0,5.0,5.0,5.0
