,Unnamed: 0,last_scraped,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
498,498,2024-12-20,2016-08-16,"Boston, MA",within an hour,100%,100.0,t,Jamaica Plain,1,1,"['email', 'phone']",t,Neighborhood highlights,Jamaica Plain,,42.29835,-71.11372,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,"[""Smoke alarm"", ""Conditioner"", ""Hangers"", ""Board games"", ""Stove"", ""Body soap"", ""Shower gel"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Laundromat nearby"", ""Oven"", ""Bathtub"", ""Outlet covers"", ""32 inch TV with Fire TV"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Essentials"", ""Long term stays allowed"", ""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""Portable fans"", ""Heating"", ""Cooking basics"", ""Breakfast"", ""Hot water kettle"", ""Window AC unit"", ""Exterior security cameras on property"", ""Dining table"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Microwave"", ""Coffee"", ""Smart lock"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Ceiling fan"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Outdoor furniture"", ""Shampoo"", ""Private patio or balcony"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Hot water"", ""Private entrance""]",175.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,0,1,1,2024-12-20,252,43,1,2016-10-16,2024-11-25,4.98,4.98,4.97,4.99,4.88,4.91
513,513,2024-12-20,2016-08-30,"Boston, MA",within an hour,91%,98.0,t,Charlestown,8,10,"['email', 'phone']",t,,Charlestown,,42.3713,-71.06154,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Breakfast"", ""Coffee maker"", ""Lock on bedroom door"", ""TV with Roku"", ""Hair dryer"", ""Window AC unit"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Outdoor pool - available seasonally, open specific hours"", ""Essentials"", ""Harbor view"", ""Wifi"", ""Shampoo"", ""Iron"", ""Bed linens""]",172.0,1,1125,1.0,1.0,365.0,365.0,1.0,365.0,,t,0,0,0,2024-12-20,148,21,0,2016-09-22,2024-10-22,4.84,4.88,4.87,4.82,4.91,4.67
514,514,2024-12-20,2016-08-30,"Boston, MA",within an hour,91%,98.0,t,Charlestown,8,10,"['email', 'phone']",t,,Charlestown,,42.37216,-71.05937,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Breakfast"", ""Coffee maker"", ""TV with Roku"", ""Hair dryer"", ""Window AC unit"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Outdoor pool - available seasonally, open specific hours"", ""Essentials"", ""Harbor view"", ""Wifi"", ""Shampoo"", ""Iron"", ""Bed linens""]",172.0,1,1125,1.0,1.0,365.0,365.0,1.0,365.0,,t,0,0,0,2024-12-20,91,9,0,2016-09-16,2024-10-20,4.69,4.82,4.74,4.72,4.91,4.5
525,525,2024-12-20,2016-05-15,"Boston, MA",within an hour,100%,97.0,t,Dorchester,4,4,"['email', 'phone']",t,Neighborhood highlights,Dorchester,,42.3094,-71.04672,Private room in home,Private room,3,1.0,1.0,3.0,"[""Smoke alarm"", ""Ethernet connection"", ""Hangers"", ""Bay view"", ""Shower gel"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Lock on bedroom door"", ""Nexxus shampoo"", ""Ocean view"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Host greets you"", ""Essentials"", ""Coffee maker: Keurig coffee machine"", ""Portable fans"", ""Breakfast"", ""Dedicated workspace"", ""Hot water kettle"", ""Window AC unit"", ""Books and reading material"", ""Dining table"", ""Shared backyard \u2013 Not fully fenced"", ""Free street parking"", ""Shared patio or balcony"", ""Wifi"", ""Microwave"", ""Mini fridge  refrigerator"", ""Mini fridge"", ""Coffee"", ""Bed linens"", ""Nexxus conditioner"", ""First aid kit"", ""Portable heater"", ""Ceiling fan"", ""Central heating"", ""Hair dryer"", ""Beach access \u2013 Beachfront"", ""Free parking on premises"", ""Dishes and silverware"", ""Waterfront"", ""Outdoor furniture"", ""Clothing storage: closet and dresser"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Hot water""]",100.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,9,35,65,2024-12-20,383,51,1,2016-10-23,2024-11-23,4.96,4.96,4.97,4.98,4.92,4.93
528,528,2024-12-20,2016-10-05,"Boston, MA",within an hour,100%,100.0,t,South Boston,1,1,"['email', 'phone']",t,Neighborhood highlights,South Boston,,42.33385,-71.04569,Private room in home,Private room,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Ethernet connection"", ""Conditioner"", ""Central air conditioning"", ""Hangers"", ""Radiant heating"", ""Body soap"", ""Shower gel"", ""Kitchenette"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Pocket wifi"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Outlet covers"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Beach essentials"", ""Keypad"", ""Essentials"", ""Single level home"", ""Pack \u2019n play/Travel crib"", ""Fast wifi \u2013 395 Mbps"", ""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""Portable fans"", ""Dedicated workspace"", ""Books and reading material"", ""Dining table"", ""Free dryer \u2013 In unit"", ""Mini fridge"", ""Microwave"", ""Coffee"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Portable heater"", ""Central heating"", ""Hair dryer"", ""Refrigerator"", ""Beach access \u2013 Beachfront"", ""Dishes and silverware"", ""Paid parking off premises"", ""Shampoo"", ""Clothing storage: closet and dresser"", ""Iron"", ""Hot water"", ""Private entrance""]",137.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,,t,1,1,18,2024-12-20,363,48,1,2016-11-13,2024-11-24,4.92,4.96,4.97,4.97,4.87,4.88
532,532,2024-12-20,2016-10-18,"Boston, MA",a few days or more,0%,0.0,f,Allston-Brighton,4,8,"['email', 'phone']",t,Neighborhood highlights,Allston,,42.3533,-71.12833,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,"[""Smoke alarm"", ""Clothing storage"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Lockbox"", ""Freezer"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Essentials"", ""Indoor fireplace"", ""Long term stays allowed"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Window AC unit"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Free parking on premises"", ""Dishes and silverware"", ""Washer"", ""Shampoo"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",120.0,29,180,29.0,29.0,180.0,180.0,29.0,180.0,,t,30,60,90,2024-12-20,401,0,0,2017-01-29,2022-12-02,4.91,4.98,4.91,4.89,4.84,4.87
533,533,2024-12-20,2016-04-07,"Acton, MA",within an hour,100%,97.0,,,26,31,"['email', 'phone']",t,Neighborhood highlights,Bay Village,,42.35027,-71.06853,Entire rental unit,Entire home/apt,7,1.0,4.0,4.0,"[""Smoke alarm"", ""Ethernet connection"", ""Coffee maker"", ""Hangers"", ""Shower gel"", ""Electric stove"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Free parking garage on premises \u2013 1 space"", ""Luggage dropoff allowed"", ""Private backyard \u2013 Fully fenced"", ""Oven"", ""Bathtub"", ""Eco conditioner"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Children\u2019s books and toys"", ""Essentials"", ""Keypad"", ""Pack \u2019n play/Travel crib"", ""Indoor fireplace"", ""High chair"", ""City skyline view"", ""Drying rack for clothing"", ""55 inch HDTV with Apple TV, Roku, standard cable"", ""Heating"", ""Eco body soap"", ""Dedicated workspace"", ""Cooking basics"", ""Baby safety gates"", ""Hot water kettle"", ""Window AC unit"", ""Crib"", ""Exterior security cameras on property"", ""Dining table"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Microwave"", ""Coffee"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Outdoor furniture"", ""Shampoo"", ""Clothing storage: closet and dresser"", ""Iron"", ""Private patio or balcony"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water""]",175.0,2,100,2.0,2.0,100.0,100.0,2.0,100.0,,t,14,44,74,2024-12-20,313,16,1,2016-11-08,2024-11-24,4.8,4.88,4.96,4.89,4.95,4.63
534,534,2024-12-20,2013-05-16,"Boston, MA",within a few hours,100%,97.0,t,Dorchester,2,3,"['email', 'phone']",t,Neighborhood highlights,Dorchester,,42.29303,-71.06693,Entire rental unit,Entire home/apt,3,2.0,2.0,2.0,"[""Smoke alarm"", ""Coffee maker"", ""40 inch HDTV with Apple TV"", ""Hangers"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Keypad"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Heating"", ""Cooking basics"", ""Exterior security cameras on property"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Free parking on premises"", ""Dishes and silverware"", ""Washer"", ""Patio or balcony"", ""Shampoo"", ""Iron"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",120.0,31,105,31.0,31.0,105.0,105.0,31.0,105.0,,t,27,57,87,2024-12-20,135,1,0,2017-02-19,2024-10-20,4.87,4.93,4.98,4.99,4.85,4.83
538,538,2024-12-20,2015-09-17,"Boston, MA",within an hour,100%,98.0,t,Dorchester,1,1,"['email', 'phone']",t,Neighborhood highlights,Dorchester,,42.28,-71.06983,Entire guest suite,Entire home/apt,3,1.0,2.0,2.0,"[""Smoke alarm"", ""Clothing storage"", ""Conditioner"", ""Rice maker"", ""Hangers"", ""Board games"", ""Radiant heating"", ""Gas stove"", ""Shower gel"", ""Shared beach access"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Oven"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Essentials"", ""Wifi \u2013 40 Mbps"", ""Long term stays allowed"", ""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""Portable fans"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Window AC unit"", ""Outdoor dining area"", ""Books and reading material"", ""Dining table"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Microwave"", ""Shared patio or balcony"", ""Shared backyard \u2013 Fully fenced"", ""Nexus or Kirkland shampoo"", ""Bed linens"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Portable heater"", ""Ceiling fan"", ""Neutrogena or Kirkland body soap"", ""Kitchen"", ""Central heating"", ""Hair dryer"", ""Refrigerator"", ""Dishes and silverware"", ""HDTV with Chromecast, HBO Max, Netflix, standard cable"", ""Outdoor furniture"", ""Blender"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",115.0,5,365,4.0,5.0,1125.0,1125.0,5.0,1125.0,,t,0,0,5,2024-12-20,228,30,1,2018-06-02,2024-12-14,4.96,5.0,4.97,4.99,4.82,4.92
543,543,2024-12-20,2014-11-13,"Massachusetts, United States",within an hour,100%,61.0,t,Charlestown,2,3,"['email', 'phone']",t,Neighborhood highlights,Charlestown,,42.37294,-71.06478,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Conditioner"", ""Coffee maker"", ""Hangers"", ""Body soap"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Host greets you"", ""Room-darkening shades"", ""Essentials"", ""Single level home"", ""Long term stays allowed"", ""GE stainless steel electric stove"", ""Wine glasses"", ""Heating"", ""Cooking basics"", ""Window AC unit"", ""Dining table"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Microwave"", ""Coffee"", ""Bed linens"", ""First aid kit"", ""Cleaning available during stay"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Refrigerator"", ""Dishes and silverware"", ""TV with Hulu"", ""Pets allowed"", ""Shampoo"", ""Clothing storage: closet and dresser"", ""Iron"", ""Blender"", ""Baking sheet"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",150.0,31,365,31.0,31.0,365.0,365.0,31.0,365.0,,t,29,59,89,2024-12-20,52,2,1,2017-04-17,2024-12-13,4.94,4.92,4.96,4.94,4.84,4.77
552,552,2024-12-20,2014-09-24,"Boston, MA",within an hour,100%,96.0,t,Cambridge,21,26,"['email', 'phone']",t,Neighborhood highlights,Charlestown,,42.38379,-71.0783,Private room in rental unit,Private room,4,1.0,2.0,2.0,"[""Smoke alarm"", ""Coffee maker"", ""Rice maker"", ""Hangers"", ""Stove"", ""TV"", ""Shower gel"", ""Various body soap"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Luggage dropoff allowed"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Keypad"", ""Essentials"", ""Washer \u2013\u00a0In building"", ""Air conditioning"", ""Long term stays allowed"", ""Wine glasses"", ""Various conditioner"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Outdoor dining area"", ""Exterior security cameras on property"", ""Dining table"", ""Wifi"", ""Microwave"", ""Coffee"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Cleaning available during stay"", ""Ceiling fan"", ""Dryer \u2013 In building"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Patio or balcony"", ""Outdoor furniture"", ""Shampoo"", ""Blender"", ""Iron"", ""Backyard"", ""Baking sheet"", ""Toaster"", ""Paid parking off premises"", ""Dishwasher"", ""Hot water""]",136.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,25,25,26,2024-12-20,174,10,0,2017-01-01,2024-10-07,4.73,4.86,4.85,4.92,4.64,4.74
553,553,2024-12-20,2014-05-27,"Boston, MA",within an hour,100%,34.0,t,Hyde Park,20,30,"['email', 'phone']",t,Neighborhood highlights,Hyde Park,,42.2355,-71.13134,Entire rental unit,Entire home/apt,6,2.0,4.0,3.0,"[""Smoke alarm"", ""Central air conditioning"", ""Coffee maker"", ""Hangers"", ""Induction stove"", ""Exercise equipment: free weights"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Oven"", ""Bathtub"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Essentials"", ""Indoor fireplace"", ""HDTV with premium cable, Hulu, Apple TV, Netflix, standard cable, HBO Max, Amazon Prime Video"", ""Safe"", ""Drying rack for clothing"", ""Wine glasses"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Crib"", ""Books and reading material"", ""Dining table"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Microwave"", ""Smart lock"", ""Bed linens"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Bosch refrigerator"", ""Kitchen"", ""Hair dryer"", ""Clothing storage: dresser"", ""Sonos sound system"", ""Free parking on premises"", ""Dishes and silverware"", ""Pets allowed"", ""Patio or balcony"", ""Backyard"", ""Iron"", ""Baking sheet"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",174.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,t,27,57,87,2024-12-20,10,2,0,2016-12-20,2024-07-03,5.0,4.9,4.8,4.8,4.6,4.9
557,557,2024-12-20,2016-12-21,"Boston, MA",within a day,100%,75.0,t,Back Bay,1,2,"['email', 'phone']",t,Neighborhood highlights,Back Bay,,42.35349,-71.07595,Entire condo,Entire home/apt,3,1.0,0.0,1.0,"[""Smoke alarm"", ""Conditioner"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Paid washer \u2013 In building"", ""Body soap"", ""Shower gel"", ""Clothing storage: closet and wardrobe"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Host greets you"", ""Extra pillows and blankets"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""Indoor fireplace"", ""HDTV with standard cable"", ""Long term stays allowed"", ""Paid dryer \u2013 In building"", ""Wine glasses"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Window AC unit"", ""Dining table"", ""Coffee"", ""Microwave"", ""Bed linens"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Elevator"", ""Dishes and silverware"", ""Pets allowed"", ""Shampoo"", ""Fast wifi \u2013 84 Mbps"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Hot water""]",150.0,29,1124,29.0,29.0,1124.0,1124.0,29.0,1124.0,,t,0,0,20,2024-12-20,152,2,0,2017-01-05,2024-08-03,4.89,4.94,4.93,4.86,4.97,4.64
564,564,2024-12-20,2014-03-25,"Boston, MA",within an hour,100%,100.0,f,Roxbury,1,1,"['email', 'phone']",t,Neighborhood highlights,Roxbury,,42.324315539246854,-71.09195369415323,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Clothing storage: closet"", ""Coffee maker"", ""Hangers"", ""Lockbox"", ""Body soap"", ""TV"", ""Carbon monoxide alarm"", ""Bathtub"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Essentials"", ""Air conditioning"", ""Heating"", ""Books and reading material"", ""Wifi"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Shampoo"", ""Backyard"", ""Iron"", ""Hot water""]",105.0,2,10,2.0,2.0,10.0,10.0,2.0,10.0,,t,27,57,84,2024-12-20,112,5,0,2017-02-15,2024-11-03,4.96,4.96,4.97,4.98,4.7,4.93
571,571,2024-12-20,2016-04-20,"Miami, FL",within an hour,100%,97.0,t,Allapattah,5,6,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Jamaica Plain,,42.32036,-71.10403,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,"[""Smoke alarm"", ""Hangers"", ""Board games"", ""Indoor fireplace: electric"", ""Shower gel"", ""Cleaning products"", ""Exercise equipment: stationary bike"", ""Carbon monoxide alarm"", ""Freezer"", ""Laundromat nearby"", ""Private backyard \u2013 Fully fenced"", ""Luggage dropoff allowed"", ""Outlet covers"", ""Varies conditioner"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""60 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Fire TV, HBO Max, Hulu, Netflix, premium cable, Roku, standard cable"", ""Essentials"", ""Children\u2019s books and toys"", ""Pack \u2019n play/Travel crib"", ""Outdoor kitchen"", ""High chair"", ""Single level home"", ""Long term stays allowed"", ""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""Babysitter recommendations"", ""GE stainless steel gas stove"", ""Portable fans"", ""Heating"", ""Dedicated workspace"", ""Garden view"", ""Baby bath"", ""Cooking basics"", ""Hot water kettle"", ""Window AC unit"", ""Crib"", ""Children\u2019s dinnerware"", ""Books and reading material"", ""Exterior security cameras on property"", ""Dining table"", ""Outdoor dining area"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Microwave"", ""Coffee"", ""Shared patio or balcony"", ""Smart lock"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Cleaning available during stay"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Clothing storage: closet, wardrobe, and dresser"", ""Barbecue utensils"", ""Dishes and silverware"", ""Free parking on premises"", ""Varies body soap"", ""BBQ grill"", ""Outdoor furniture"", ""Shampoo"", ""Blender"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Hot water"", ""Private entrance""]",159.0,3,730,1.0,3.0,730.0,730.0,3.0,730.0,,t,8,24,42,2024-12-20,172,40,2,2017-04-10,2024-12-15,4.84,4.87,4.91,4.9,4.87,4.77
584,584,2024-12-20,2016-08-05,"Boston, MA",within a few hours,100%,93.0,t,,2,2,"['email', 'phone']",t,Neighborhood highlights,Dorchester,,42.28499,-71.06211,Private room in home,Private room,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Conditioner"", ""Coffee maker"", ""Hangers"", ""Shower gel"", ""Kitchenette"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Bathtub"", ""Fire extinguisher"", ""Host greets you"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Essentials"", ""Air conditioning"", ""Wine glasses"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Dining table"", ""Clothing storage: wardrobe"", ""Wifi"", ""Microwave"", ""Bed linens"", ""First aid kit"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Free parking on premises"", ""Dishes and silverware"", ""Private living room"", ""Shampoo"", ""Iron"", ""Dove body soap"", ""Hot water""]",117.0,2,14,2.0,2.0,14.0,14.0,2.0,14.0,,t,29,57,81,2024-12-20,376,44,0,2017-03-13,2024-10-24,4.98,4.97,4.97,4.99,4.87,4.94
585,585,2024-12-20,2015-04-04,"Boston, MA",within an hour,100%,100.0,t,Jamaica Plain,1,1,"['email', 'phone']",t,Neighborhood highlights,Jamaica Plain,,42.31299,-71.11876,Entire guest suite,Entire home/apt,3,1.0,1.0,2.0,"[""Smoke alarm"", ""Hangers"", ""Lockbox"", ""Body soap"", ""Kitchenette"", ""Freezer"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Private backyard \u2013 Fully fenced"", ""Coffee maker: drip coffee maker, pour-over coffee"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Children\u2019s books and toys"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""AC - split type ductless system"", ""Heating"", ""Dedicated workspace"", ""Baby safety gates"", ""Hot water kettle"", ""Window AC unit"", ""Dining table"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Mini fridge"", ""Coffee"", ""Bed linens"", ""Hot water"", ""First aid kit"", ""Self check-in"", ""Hair dryer"", ""Dishes and silverware"", ""Outdoor furniture"", ""Shampoo"", ""Iron"", ""Conditioner"", ""Private entrance""]",186.0,3,25,2.0,4.0,1125.0,1125.0,2.8,1125.0,,t,17,44,72,2024-12-20,280,33,1,2017-03-16,2024-12-10,4.97,4.97,4.97,5.0,4.96,4.88
587,587,2024-12-20,2014-07-15,"Boston, MA",within a few hours,100%,94.0,t,Roxbury,5,5,"['email', 'phone']",t,Neighborhood highlights,Roxbury,,42.32852,-71.09581,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Stove"", ""TV"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Oven"", ""Keypad"", ""Essentials"", ""Air conditioning"", ""Heating"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Self check-in"", ""Hot water"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Shampoo"", ""Iron"", ""Dishwasher"", ""Cooking basics""]",153.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,t,27,57,87,2024-12-20,159,0,0,2017-03-06,2019-12-09,4.72,4.83,4.92,4.93,4.6,4.72
590,590,2024-12-20,2017-02-25,"Lexington, MA",within an hour,100%,100.0,f,Chinatown,4,4,"['email', 'phone']",t,Neighborhood highlights,Chinatown,,42.34835,-71.06039,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Heating"", ""Wifi"", ""Smart lock"", ""First aid kit"", ""Self check-in"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Dishes and silverware"", ""Shampoo"", ""Iron"", ""Hot water"", ""Private entrance""]",145.0,29,35,29.0,29.0,1125.0,1125.0,29.0,1125.0,,t,30,60,90,2024-12-20,217,3,0,2017-03-19,2024-10-29,4.8,4.78,4.97,4.93,4.84,4.63
592,592,2024-12-20,2017-02-25,"Lexington, MA",within an hour,100%,100.0,f,Chinatown,4,4,"['email', 'phone']",t,Neighborhood highlights,Chinatown,,42.34986,-71.06197,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Heating"", ""Wifi"", ""Microwave"", ""Smart lock"", ""First aid kit"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Dishes and silverware"", ""Shampoo"", ""Iron"", ""Hot water"", ""Private entrance""]",180.0,29,90,29.0,29.0,1125.0,1125.0,29.0,1125.0,,t,30,60,90,2024-12-20,150,2,0,2017-03-22,2024-09-18,4.85,4.96,4.97,4.99,4.78,4.71
593,593,2024-12-20,2009-09-16,,within a day,91%,58.0,f,Back Bay,22,29,"['email', 'phone']",t,,Fenway,,42.34651,-71.08957,Entire condo,Entire home/apt,2,1.0,0.0,1.0,"[""Smoke alarm"", ""Clothing storage: closet"", ""Coffee maker: drip coffee maker"", ""Hangers"", ""Radiant heating"", ""GE stainless steel oven"", ""Lockbox"", ""TV"", ""Freezer"", ""Carbon monoxide alarm"", ""Bathtub"", ""Dryer"", ""Fire extinguisher"", ""Essentials"", ""Air conditioning"", ""Wine glasses"", ""Cooking basics"", ""Dining table"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Elevator"", ""Dishes and silverware"", ""Washer"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water""]",129.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,t,29,59,89,2024-12-20,3,0,0,2017-05-14,2017-09-01,4.0,4.0,4.67,4.0,5.0,5.0
